iter	Passed	Remaining
287	625	1545
288	628	1546
289	631	1546
290	636	1549
291	638	1548
292	642	1551
293	645	1549
294	648	1550
295	651	1550
296	655	1552
297	658	1551
298	661	1550
299	664	1550
300	667	1550
301	671	1551
302	676	1555
303	678	1553
304	680	1551
305	682	1548
306	684	1545
307	686	1543
308	689	1541
309	692	1541
310	694	1539
311	696	1536
312	698	1533
313	701	1531
314	703	1529
315	705	1526
316	708	1526
317	710	1523
318	712	1521
319	714	1518
320	716	1516
321	718	1513
322	721	1511
323	723	1508
324	725	1507
325	727	1504
326	730	1502
327	732	1500
328	734	1498
329	737	1497
330	739	1494
331	741	1491
332	743	1489
333	746	1488
334	748	1485
335	750	1482
336	752	1480
337	755	1478
338	757	1476
339	760	1475
340	762	1473
341	764	1470
342	766	1468
343	768	1465
344	770	1463
345	773	1462
346	776	1461
347	778	1459
348	781	1457
349	784	1456
350	786	1454
351	790	1454
352	795	1458
353	797	1455
354	800	1453
355	802	1450
356	803	1447
357	806	1445
358	808	1443
359	810	1440
360	812	1438
361	814	1435
362	816	1432
363	819	1431
364	821	1428
365	823	1426
366	825	1423
367	827	1421
368	829	1419
369	832	1416
370	834	1414
371	836	1412
372	838	1409
373	842	1409
374	844	1406
375	846	1404
376	848	1401
377	850	1398
378	852	1396
379	854	1394
380	857	1393
381	859	1390
382	861	1388
383	864	1386
384	866	1384
385	868	1381
386	871	1380
387	874	1379
388	876	1377
389	878	1374
390	881	1372
391	883	1370
392	885	1367
393	887	1365
394	889	1362
395	891	1360
396	896	1361
397	898	1359
398	902	1358
399	904	1356
400	906	1354
401	908	1350
402	910	1348
403	913	1347
404	916	1346
405	918	1343
406	920	1341
407	923	1339
408	925	1336
409	927	1334
410	929	1331
411	931	1329
412	934	1328
413	936	1325
414	938	1322
415	940	1320
416	942	1318
417	945	1316
418	947	1314
419	949	1311
420	952	1309
421	953	1306
422	955	1303
423	958	1301
424	961	1301
425	964	1299
426	966	1297
427	969	1295
428	971	1292
429	974	1291
430	976	1289
431	978	1287
432	981	1284
433	983	1282
434	985	1279
435	987	1277
436	989	1275
437	992	1273
438	995	1272
439	998	1270
440	1000	1267
441	1002	1266
442	1005	1263
443	1007	1261
444	1009	1259
445	1011	1256
446	1013	1254
447	1016	1252
448	1018	1249
449	1020	1247
450	1022	1244
451	1024	1241
452	1026	1239
453	1028	1236
454	1030	1234
455	1032	1231
456	1034	1229
457	1036	1226
458	1038	1224
459	1040	1221
460	1042	1219
461	1044	1216
462	1047	1214
463	1049	1211
464	1050	1209
465	1052	1206
466	1055	1204
467	1057	1202
468	1060	1200
469	1062	1197
470	1064	1195
471	1066	1192
472	1068	1189
473	1069	1187
474	1071	1184
475	1073	1182
476	1075	1179
477	1078	1177
478	1080	1174
479	1081	1172
480	1083	1169
481	1086	1167
482	1088	1164
483	1090	1162
484	1092	1160
485	1094	1157
486	1096	1155
487	1099	1153
488	1101	1150
489	1103	1148
490	1105	1145
491	1107	1143
492	1109	1141
493	1111	1138
494	1114	1137
495	1116	1134
496	1118	1131
497	1120	1129
498	1122	1127
499	1124	1124
500	1126	1122
501	1128	1119
502	1130	1117
503	1132	1114
504	1134	1112
505	1137	1110
506	1139	1107
507	1141	1105
508	1143	1102
509	1145	1100
510	1147	1097
511	1148	1095
512	1150	1092
513	1153	1090
514	1155	1087
515	1157	1085
516	1159	1083
517	1161	1081
518	1163	1078
519	1165	1076
520	1168	1073
521	1169	1071
522	1171	1068
523	1174	1066
524	1175	1063
525	1178	1061
526	1181	1060
527	1184	1059
528	1186	1056
529	1189	1054
530	1190	1051
531	1192	1049
532	1195	1047
533	1197	1044
534	1199	1042
535	1201	1039
536	1203	1037
537	1205	1034
538	1207	1032
539	1209	1030
540	1211	1027
541	1213	1025
542	1215	1022
543	1217	1020
544	1219	1018
545	1221	1015
546	1225	1014
547	1227	1012
548	1230	1010
549	1232	1008
550	1234	1005
551	1236	1003
552	1238	1000
553	1240	998
554	1242	996
555	1244	993
556	1246	991
557	1249	989
558	1250	986
559	1253	984
560	1255	982
561	1257	979
562	1259	977
563	1261	975
564	1263	972
565	1265	970
566	1267	967
567	1270	966
568	1272	963
569	1274	961
570	1275	958
571	1278	956
572	1280	954
573	1282	952
574	1285	949
575	1287	947
576	1290	945
577	1292	943
578	1294	941
579	1296	938
580	1298	936
581	1300	934
582	1302	931
583	1304	929
584	1306	926
585	1308	924
586	1310	921
587	1313	920
588	1315	918
589	1317	915
590	1320	913
591	1322	911
592	1323	908
593	1325	906
594	1328	903
595	1330	901
596	1332	899
597	1334	897
598	1336	894
599	1338	892
600	1339	889
601	1342	887
602	1344	884
603	1346	882
604	1348	880
605	1350	878
606	1353	876
607	1355	873
608	1358	871
609	1360	869
610	1364	868
611	1366	866
612	1369	864
613	1371	862
614	1373	859
615	1376	857
616	1378	855
617	1379	852
618	1382	850
619	1384	848
620	1386	846
621	1388	843
622	1390	841
623	1393	839
624	1395	837
625	1397	835
626	1399	832
627	1401	830
628	1404	828
629	1406	825
630	1408	823
631	1410	821
632	1412	819
633	1414	816
634	1417	814
635	1419	812
636	1421	809
637	1423	807
638	1425	805
639	1427	803
640	1429	800
641	1432	798
642	1434	796
643	1436	793
644	1438	791
645	1440	789
646	1442	786
647	1444	784
648	1446	782
649	1448	780
650	1450	777
651	1452	775
652	1454	773
653	1458	771
654	1460	769
655	1462	766
656	1464	764
657	1466	762
658	1468	759
659	1470	757
660	1472	755
661	1474	753
662	1476	750
663	1478	748
664	1480	746
665	1482	743
666	1488	742
667	1490	740
668	1492	738
669	1495	736
670	1497	734
671	1499	732
672	1501	729
673	1504	727
674	1505	725
675	1508	722
676	1510	720
677	1512	718
678	1514	716
679	1517	714
680	1520	712
681	1522	709
682	1525	708
683	1528	705
684	1530	703
685	1533	701
686	1535	699
687	1537	697
688	1539	694
689	1542	692
690	1544	690
691	1547	688
692	1550	686
693	1552	684
694	1555	682
695	1557	680
696	1559	677
697	1561	675
698	1564	673
699	1567	671
700	1569	669
701	1572	667
702	1575	665
703	1577	663
704	1579	661
705	1581	658
706	1584	656
707	1586	654
708	1588	651
709	1590	649
710	1593	647
711	1596	645
712	1597	643
713	1600	641
714	1602	638
715	1604	636
716	1607	634
717	1609	632
718	1612	630
719	1615	628
720	1617	625
721	1619	623
722	1621	621
723	1624	619
724	1626	617
725	1630	615
726	1632	612
727	1634	610
728	1637	608
729	1640	606
730	1643	604
731	1647	603
732	1650	601
733	1654	599
734	1657	597
735	1669	598
736	1672	596
737	1675	594
738	1678	592
739	1680	590
740	1683	588
741	1686	586
742	1688	584
743	1691	582
744	1694	580
745	1698	578
746	1701	576
747	1704	574
748	1706	572
749	1711	570
750	1714	568
751	1717	566
752	1719	564
753	1722	561
754	1725	560
755	1729	558
756	1732	556
757	1734	553
758	1737	551
759	1741	549
760	1747	548
761	1751	546
762	1753	544
763	1756	542
764	1758	540
765	1761	538
766	1764	536
767	1768	534
768	1771	532
769	1774	529
770	1776	527
771	1779	525
772	1781	523
773	1784	520
774	1786	518
775	1788	516
776	1790	513
777	1793	511
778	1795	509
779	1797	506
780	1799	504
781	1801	502
782	1803	499
783	1805	497
784	1807	495
785	1809	492
786	1811	490
787	1815	488
788	1818	486
789	1820	483
790	1822	481
791	1824	479
792	1826	476
793	1828	474
794	1830	472
795	1832	469
796	1834	467
797	1836	464
798	1838	462
799	1840	460
800	1842	457
801	1844	455
802	1845	452
803	1847	450
804	1849	448
805	1851	445
806	1853	443
807	1855	440
808	1857	438
809	1858	436
810	1861	433
811	1863	431
812	1865	429
813	1867	426
814	1869	424
815	1871	421
816	1873	419
817	1874	417
818	1876	414
819	1878	412
820	1880	410
821	1882	407
822	1884	405
823	1886	402
824	1888	400
825	1890	398
826	1892	395
827	1893	393
828	1896	391
829	1898	388
830	1900	386
831	1902	384
832	1904	381
833	1906	379
834	1910	377
835	1912	375
836	1914	372
837	1915	370
838	1918	368
839	1920	365
840	1921	363
841	1923	361
842	1926	358
843	1928	356
844	1930	354
845	1933	351
846	1935	349
847	1937	347
848	1939	344
849	1941	342
850	1943	340
851	1944	337
852	1946	335
853	1949	333
854	1951	330
855	1953	328
856	1955	326
857	1957	323
858	1959	321
859	1961	319
860	1964	317
861	1966	314
862	1967	312
863	1969	310
864	1971	307
865	1973	305
866	1975	302
867	1977	300
868	1979	298
869	1981	296
870	1983	293
871	1985	291
872	1987	289
873	1989	286
874	1991	284
875	1993	282
876	1995	279
877	1997	277
878	1999	275
879	2001	272
880	2003	270
881	2005	268
882	2007	265
883	2009	263
884	2010	261
885	2012	258
886	2014	256
887	2016	254
888	2018	252
889	2020	249
890	2021	247
891	2024	245
892	2026	242
893	2027	240
894	2029	238
895	2031	235
896	2033	233
897	2035	231
898	2037	228
899	2039	226
900	2041	224
901	2043	221
902	2044	219
903	2048	217
904	2050	215
905	2052	212
906	2054	210
907	2056	208
908	2057	205
909	2059	203
910	2061	201
911	2062	199
912	2064	196
913	2066	194
914	2068	192
915	2070	189
916	2072	187
917	2074	185
918	2076	182
919	2077	180
920	2079	178
921	2081	176
922	2083	173
923	2085	171
924	2086	169
925	2088	166
926	2090	164
927	2092	162
928	2093	160
929	2095	157
930	2097	155
931	2099	153
932	2101	150
933	2103	148
934	2105	146
935	2107	144
936	2109	141
937	2111	139
938	2113	137
939	2114	134
940	2116	132
941	2118	130
942	2120	128
943	2122	125
944	2124	123
945	2126	121
946	2127	119
947	2130	116
948	2132	114
949	2133	112
950	2135	110
951	2137	107
952	2139	105
953	2141	103
954	2143	101
955	2145	98
956	2148	96
957	2150	94
958	2152	92
959	2154	89
960	2156	87
961	2158	85
962	2161	83
963	2163	80
964	2164	78
965	2166	76
966	2168	74
967	2170	71
968	2172	69
969	2174	67
970	2176	64
971	2178	62
972	2179	60
973	2181	58
974	2183	55
975	2185	53
976	2187	51
977	2189	49
978	2191	46
979	2193	44
980	2195	42
981	2196	40
982	2198	38
983	2200	35
984	2202	33
985	2204	31
986	2206	29
987	2208	26
988	2210	24
989	2212	22
990	2214	20
991	2217	17
992	2219	15
993	2221	13
994	2223	11
995	2224	8
996	2226	6
997	2228	4
998	2230	2
999	2232	0
